,time,Viscosity,Viscosity_mark,Temperature,Temperature_mark
608,608.0,110.1,,26.7,
609,609.0,109.8,,26.7,
610,610.0,109.8,,26.7,
611,611.0,110.2,,26.7,
612,612.0,109.8,,26.7,
613,613.0,109.9,,26.7,
614,614.0,110.2,,26.7,
615,615.0,109.8,,26.7,
616,616.0,109.8,,26.7,
617,617.0,110.2,,26.7,
618,618.0,109.8,,26.7,
619,619.0,109.9,,26.7,
620,620.0,110.2,,26.7,
621,621.0,109.8,,26.7,
622,622.0,109.6,,26.7,
623,623.0,110.1,,26.7,
624,624.0,109.8,,26.7,
625,625.0,109.8,,26.7,
626,626.0,110.2,,26.7,
627,627.0,109.8,,26.7,
628,628.0,109.8,,26.7,
629,629.0,110.1,,26.7,
630,630.0,109.8,,26.7,
631,631.0,109.8,,26.7,
632,632.0,110.2,,26.7,
633,633.0,109.8,,26.7,
634,634.0,109.8,,26.7,
635,635.0,110.1,,26.7,
636,636.0,109.8,,26.7,
637,637.0,109.6,,26.7,
638,638.0,110.1,,26.7,
639,639.0,109.8,,26.7,
640,640.0,109.8,,26.7,
641,641.0,110.1,,26.7,
642,642.0,109.8,,26.7,
643,643.0,109.6,,26.7,
644,644.0,110.1,,26.7,
645,645.0,109.6,,26.7,
646,646.0,109.8,,26.7,
647,647.0,110.1,,26.7,
648,648.0,109.8,,26.7,
649,649.0,109.6,,26.7,
650,650.0,110.1,,26.7,
651,651.0,109.6,,26.7,
652,652.0,109.6,,26.7,
653,653.0,110.1,,26.7,
654,654.0,109.8,,26.7,
655,655.0,109.8,,26.7,
656,656.0,110.1,,26.7,
657,657.0,109.6,,26.7,
658,658.0,109.8,,26.7,
659,659.0,110.2,,26.7,
660,660.0,109.6,,26.7,
661,661.0,109.8,,26.7,
662,662.0,110.1,,26.7,
663,663.0,109.6,,26.7,
664,664.0,109.8,,26.7,
665,665.0,110.1,,26.7,
666,666.0,109.6,,26.7,
667,667.0,109.8,,26.7,
668,668.0,110.1,,26.7,
669,669.0,109.6,,26.7,
670,670.0,109.6,,26.7,
671,671.0,110.1,,26.7,
672,672.0,109.6,,26.7,
673,673.0,109.8,,26.7,
674,674.0,110.1,,26.7,
675,675.0,109.6,,26.7,
676,676.0,109.6,,26.7,
677,677.0,110.1,,26.7,
678,678.0,109.6,,26.7,
679,679.0,109.6,,26.7,
680,680.0,110.1,,26.7,
681,681.0,109.6,,26.7,
682,682.0,109.6,,26.7,
683,683.0,110.1,,26.7,
684,684.0,109.6,,26.7,
685,685.0,109.6,,26.7,
686,686.0,110.1,,26.7,
687,687.0,109.6,,26.7,
688,688.0,109.6,,26.7,
689,689.0,110.1,,26.7,
690,690.0,109.6,,26.7,
691,691.0,109.6,,26.7,
692,692.0,110.1,,26.7,
693,693.0,109.6,,26.7,
694,694.0,109.6,,26.7,
695,695.0,110.1,,26.7,
696,696.0,109.6,,26.7,
697,697.0,109.6,,26.7,
698,698.0,110.1,,26.7,
699,699.0,109.6,,26.7,
