,compound,T,Nu,rho,w_mass,w_vol,w,V,ln_Nu,T_1,D,ln_D
330,dmeg,293.45,4.648,1.07,0.0,0.0,0.0,4.343925,0.667266,0.003408,63.134682,1.800268
331,dmeg,293.55,4.628667,1.07,0.0,0.0,0.0,4.325857,0.665456,0.003407,63.419991,1.802226
332,dmeg,293.65,4.619714,1.07,0.0,0.0,0.0,4.31749,0.664614,0.003405,63.564537,1.803215
333,dmeg,293.75,4.611176,1.07,0.0,0.0,0.0,4.309511,0.663811,0.003404,63.703916,1.804166
334,dmeg,293.85,4.593608,1.07,0.0,0.0,0.0,4.293092,0.662154,0.003403,63.969321,1.805972
335,dmeg,293.95,4.573681,1.07,0.0,0.0,0.0,4.274468,0.660264,0.003402,64.269896,1.808008
336,dmeg,294.05,4.561031,1.07,0.0,0.0,0.0,4.262645,0.659063,0.003401,64.470079,1.809358
337,dmeg,294.15,4.548744,1.07,0.0,0.0,0.0,4.251162,0.65789,0.0034,64.666206,1.810677
338,dmeg,294.25,4.54,1.07,0.0,0.0,0.0,4.242991,0.657056,0.003398,64.812775,1.811661
339,dmeg,294.35,4.535,1.07,0.0,0.0,0.0,4.238318,0.656577,0.003397,64.906284,1.812287
340,dmeg,294.45,4.53,1.07,0.0,0.0,0.0,4.233645,0.656098,0.003396,65.0,1.812913
341,dmeg,294.55,4.512105,1.07,0.0,0.0,0.0,4.216921,0.654379,0.003395,65.279949,1.81478
342,dmeg,294.65,4.516667,1.07,0.0,0.0,0.0,4.221184,0.654817,0.003394,65.236162,1.814488
343,dmeg,294.75,4.505,1.07,0.0,0.0,0.0,4.21028,0.653695,0.003393,65.427303,1.815759
344,dmeg,294.85,4.474,1.07,0.0,0.0,0.0,4.181308,0.650695,0.003392,65.902995,1.818905
345,dmeg,294.95,4.477333,1.07,0.0,0.0,0.0,4.184424,0.651018,0.00339,65.876266,1.818729
346,dmeg,295.05,4.4725,1.07,0.0,0.0,0.0,4.179907,0.650549,0.003389,65.969816,1.819345
347,dmeg,295.15,4.441667,1.07,0.0,0.0,0.0,4.15109,0.647546,0.003388,66.450281,1.822497
348,dmeg,295.25,4.4325,1.07,0.0,0.0,0.0,4.142523,0.646648,0.003387,66.610265,1.823541
349,dmeg,295.35,4.41,1.07,0.0,0.0,0.0,4.121495,0.644439,0.003386,66.972789,1.825898
350,dmeg,295.45,4.4,1.07,0.0,0.0,0.0,4.11215,0.643452,0.003385,67.147727,1.827031
351,dmeg,295.55,4.383243,1.07,0.0,0.0,0.0,4.096489,0.641795,0.003384,67.427241,1.828835
352,dmeg,295.65,4.370719,1.07,0.0,0.0,0.0,4.084784,0.640552,0.003382,67.643334,1.830225
353,dmeg,295.75,4.360256,1.07,0.0,0.0,0.0,4.075006,0.639512,0.003381,67.82858,1.831413
354,dmeg,295.85,4.353333,1.07,0.0,0.0,0.0,4.068536,0.638822,0.00338,67.959418,1.83225
355,dmeg,295.95,4.334898,1.07,0.0,0.0,0.0,4.051307,0.636978,0.003379,68.271503,1.834239
356,dmeg,296.05,4.335632,1.07,0.0,0.0,0.0,4.051993,0.637021,0.003378,68.283006,1.834313
357,dmeg,296.15,4.32,1.07,0.0,0.0,0.0,4.037383,0.635484,0.003377,68.553241,1.836028
358,dmeg,296.25,4.3,1.07,0.0,0.0,0.0,4.018692,0.633468,0.003376,68.895349,1.83819
359,dmeg,296.45,4.28,1.07,0.0,0.0,0.0,4.0,0.631434,0.003373,69.264019,1.840508
360,dmeg,296.55,4.274,1.07,0.0,0.0,0.0,3.994393,0.630834,0.003372,69.384651,1.841263
361,dmeg,296.65,4.282174,1.07,0.0,0.0,0.0,4.002032,0.631663,0.003371,69.275561,1.84058
362,dmeg,296.75,4.261463,1.07,0.0,0.0,0.0,3.982676,0.629559,0.00337,69.635703,1.842832
363,dmeg,296.85,4.241613,1.07,0.0,0.0,0.0,3.964124,0.627531,0.003369,69.98517,1.845006
364,dmeg,296.95,4.2435,1.07,0.0,0.0,0.0,3.965888,0.62772,0.003368,69.977613,1.844959
365,dmeg,297.05,4.224328,1.07,0.0,0.0,0.0,3.94797,0.625754,0.003366,70.318871,1.847072
366,dmeg,297.15,4.204828,1.07,0.0,0.0,0.0,3.929745,0.623748,0.003365,70.668772,1.849228
367,dmeg,297.25,4.1952,1.07,0.0,0.0,0.0,3.920748,0.622752,0.003364,70.854786,1.850369
368,dmeg,297.35,4.18,1.07,0.0,0.0,0.0,3.906542,0.621176,0.003363,71.136364,1.852092
369,dmeg,297.45,4.179118,1.07,0.0,0.0,0.0,3.905717,0.621084,0.003362,71.175311,1.852329
370,dmeg,297.55,4.17,1.07,0.0,0.0,0.0,3.897196,0.620136,0.003361,71.354916,1.853424
371,dmeg,297.65,4.160909,1.07,0.0,0.0,0.0,3.8887,0.619187,0.00336,71.534848,1.854518
372,dmeg,297.75,4.151053,1.07,0.0,0.0,0.0,3.879488,0.618158,0.003359,71.728794,1.855694
373,dmeg,297.85,4.13963,1.07,0.0,0.0,0.0,3.868813,0.616961,0.003357,71.950881,1.857036
374,dmeg,297.95,4.120215,1.07,0.0,0.0,0.0,3.850668,0.61492,0.003356,72.314187,1.859224
375,dmeg,298.05,4.107545,1.07,0.0,0.0,0.0,3.838827,0.613582,0.003355,72.561593,1.860707
376,dmeg,298.15,4.09,1.07,0.0,0.0,0.0,3.82243,0.611723,0.003354,72.897311,1.862712
377,dmeg,298.25,4.09,1.07,0.0,0.0,0.0,3.82243,0.611723,0.003353,72.92176,1.862857
378,dmeg,298.35,4.08,1.07,0.0,0.0,0.0,3.813084,0.61066,0.003352,73.125,1.864066
379,dmeg,298.45,4.078261,1.07,0.0,0.0,0.0,3.811459,0.610475,0.003351,73.180704,1.864397
380,dmeg,298.55,4.076667,1.07,0.0,0.0,0.0,3.809969,0.610304,0.00335,73.233851,1.864712
381,dmeg,298.65,4.06,1.07,0.0,0.0,0.0,3.794393,0.608526,0.003348,73.559113,1.866636
382,dmeg,298.75,4.052,1.07,0.0,0.0,0.0,3.786916,0.607669,0.003347,73.729023,1.867638
383,dmeg,298.85,4.1172,1.07,0.0,0.0,0.0,3.84785,0.61449,0.003346,72.585738,1.860851
384,dmeg,298.95,4.047143,1.07,0.0,0.0,0.0,3.782377,0.607148,0.003345,73.866926,1.86845
385,dmeg,299.05,4.027368,1.07,0.0,0.0,0.0,3.763896,0.60499,0.003344,74.254443,1.870722
386,dmeg,299.15,4.015714,1.07,0.0,0.0,0.0,3.753004,0.603761,0.003343,74.494842,1.872126
387,dmeg,299.25,3.99,1.07,0.0,0.0,0.0,3.728972,0.600973,0.003342,75.0,1.875061
388,dmeg,299.35,3.998571,1.07,0.0,0.0,0.0,3.736983,0.601905,0.003341,74.864237,1.874274
389,dmeg,299.45,3.98,1.07,0.0,0.0,0.0,3.719626,0.599882,0.003339,75.238693,1.876441
390,dmeg,299.55,3.97,1.07,0.0,0.0,0.0,3.71028,0.598791,0.003338,75.453401,1.877679
391,dmeg,299.65,3.962667,1.07,0.0,0.0,0.0,3.703427,0.597986,0.003337,75.618271,1.878627
392,dmeg,299.75,3.962,1.07,0.0,0.0,0.0,3.702804,0.597911,0.003336,75.656234,1.878845
393,dmeg,299.85,3.94,1.07,0.0,0.0,0.0,3.682243,0.595496,0.003335,76.104061,1.881408
394,dmeg,299.95,3.931429,1.07,0.0,0.0,0.0,3.674232,0.59455,0.003334,76.295422,1.882498
395,dmeg,300.05,3.932105,1.07,0.0,0.0,0.0,3.674865,0.594625,0.003333,76.307723,1.882568
396,dmeg,300.15,3.926364,1.07,0.0,0.0,0.0,3.669499,0.59399,0.003332,76.444779,1.883348
397,dmeg,300.25,3.901111,1.07,0.0,0.0,0.0,3.645898,0.591187,0.003331,76.965252,1.886295
398,dmeg,300.35,3.900833,1.07,0.0,0.0,0.0,3.645639,0.591157,0.003329,76.996368,1.88647
399,dmeg,300.45,3.883846,1.07,0.0,0.0,0.0,3.629763,0.589259,0.003328,77.358883,1.88851
400,dmeg,300.55,3.866,1.07,0.0,0.0,0.0,3.613084,0.587261,0.003327,77.741852,1.890655
401,dmeg,300.65,3.846327,1.07,0.0,0.0,0.0,3.594698,0.585046,0.003326,78.165491,1.893015
402,dmeg,300.75,3.84,1.07,0.0,0.0,0.0,3.588785,0.584331,0.003325,78.320312,1.893874
403,dmeg,301.05,3.82,1.07,0.0,0.0,0.0,3.570093,0.582063,0.003322,78.808901,1.896575
404,dmeg,301.15,3.82,1.07,0.0,0.0,0.0,3.570093,0.582063,0.003321,78.835079,1.89672
405,dmeg,301.45,3.785,1.07,0.0,0.0,0.0,3.537383,0.578066,0.003317,79.643329,1.901149
406,dmeg,301.55,3.783333,1.07,0.0,0.0,0.0,3.535826,0.577874,0.003316,79.704846,1.901485
407,dmeg,301.65,3.78,1.07,0.0,0.0,0.0,3.53271,0.577492,0.003315,79.801587,1.902012
408,dmeg,301.85,3.73,1.07,0.0,0.0,0.0,3.485981,0.571709,0.003313,80.924933,1.908082
409,dmeg,301.95,3.73,1.07,0.0,0.0,0.0,3.485981,0.571709,0.003312,80.951743,1.908226
410,dmeg,302.15,3.72,1.07,0.0,0.0,0.0,3.476636,0.570543,0.00331,81.223118,1.90968
411,dmeg,302.45,3.7,1.07,0.0,0.0,0.0,3.457944,0.568202,0.003306,81.743243,1.912452
412,dmeg,302.55,3.693158,1.07,0.0,0.0,0.0,3.451549,0.567396,0.003305,81.921761,1.913399
413,dmeg,302.65,3.678158,1.07,0.0,0.0,0.0,3.437531,0.565626,0.003304,82.283036,1.91531
414,dmeg,302.75,3.665513,1.07,0.0,0.0,0.0,3.425713,0.564134,0.003303,82.594173,1.916949
415,dmeg,302.85,3.648571,1.07,0.0,0.0,0.0,3.40988,0.562121,0.003302,83.00509,1.919105
416,dmeg,302.95,3.64,1.07,0.0,0.0,0.0,3.401869,0.561101,0.003301,83.228022,1.92027
417,dmeg,303.05,3.635,1.07,0.0,0.0,0.0,3.397196,0.560504,0.0033,83.370014,1.92101
418,dmeg,303.15,3.634286,1.07,0.0,0.0,0.0,3.396529,0.560415,0.003299,83.413915,1.921239
419,dmeg,303.25,3.625,1.07,0.0,0.0,0.0,3.38785,0.559307,0.003298,83.655172,1.922493
420,dmeg,303.55,3.606,1.07,0.0,0.0,0.0,3.370093,0.557019,0.003294,84.179146,1.925205
421,dmeg,303.65,3.5992,1.07,0.0,0.0,0.0,3.363738,0.5562,0.003293,84.36597,1.926167
422,dmeg,303.75,3.585714,1.07,0.0,0.0,0.0,3.351135,0.554574,0.003292,84.711155,1.927941
423,dmeg,303.85,3.58,1.07,0.0,0.0,0.0,3.345794,0.553883,0.003291,84.874302,1.928776
424,dmeg,303.95,3.5725,1.07,0.0,0.0,0.0,3.338785,0.55297,0.00329,85.080476,1.92983
425,dmeg,304.05,3.575882,1.07,0.0,0.0,0.0,3.341946,0.553383,0.003289,85.027965,1.929562
426,dmeg,304.15,3.575,1.07,0.0,0.0,0.0,3.341121,0.553276,0.003288,85.076923,1.929812
427,dmeg,304.25,3.545,1.07,0.0,0.0,0.0,3.313084,0.549616,0.003287,85.825106,1.933614
428,dmeg,304.35,3.543,1.07,0.0,0.0,0.0,3.311215,0.54937,0.003286,85.901778,1.934002
429,dmeg,304.45,3.55,1.07,0.0,0.0,0.0,3.317757,0.550228,0.003285,85.760563,1.933288
430,dmeg,304.55,3.543333,1.07,0.0,0.0,0.0,3.311526,0.54941,0.003284,85.950141,1.934247
431,dmeg,304.65,3.5125,1.07,0.0,0.0,0.0,3.28271,0.545616,0.003282,86.733096,1.938185
432,dmeg,304.75,3.514545,1.07,0.0,0.0,0.0,3.284622,0.545869,0.003281,86.711071,1.938075
433,dmeg,304.85,3.503043,1.07,0.0,0.0,0.0,3.273872,0.544443,0.00328,87.024327,1.939641
434,dmeg,304.95,3.4922,1.07,0.0,0.0,0.0,3.263738,0.543097,0.003279,87.323177,1.94113
435,dmeg,305.05,3.480513,1.07,0.0,0.0,0.0,3.252816,0.541642,0.003278,87.64513,1.942728
436,dmeg,305.15,3.463636,1.07,0.0,0.0,0.0,3.237043,0.539531,0.003277,88.10105,1.944981
437,dmeg,305.45,3.456667,1.07,0.0,0.0,0.0,3.23053,0.538657,0.003274,88.365477,1.946283
438,dmeg,305.55,3.456429,1.07,0.0,0.0,0.0,3.230307,0.538627,0.003273,88.400496,1.946455
439,dmeg,305.65,3.433636,1.07,0.0,0.0,0.0,3.209006,0.535753,0.003272,89.016415,1.94947
440,dmeg,305.75,3.431739,1.07,0.0,0.0,0.0,3.207233,0.535514,0.003271,89.094768,1.949852
441,dmeg,305.85,3.425833,1.07,0.0,0.0,0.0,3.201713,0.534763,0.00327,89.277548,1.950742
442,dmeg,305.95,3.419474,1.07,0.0,0.0,0.0,3.19577,0.533956,0.003269,89.472834,1.951691
443,dmeg,306.05,3.4,1.07,0.0,0.0,0.0,3.17757,0.531479,0.003267,90.014706,1.954313
444,dmeg,306.15,3.398,1.07,0.0,0.0,0.0,3.175701,0.531223,0.003266,90.097116,1.954711
445,dmeg,306.35,3.38,1.07,0.0,0.0,0.0,3.158879,0.528915,0.003264,90.636095,1.957301
446,dmeg,306.45,3.39,1.07,0.0,0.0,0.0,3.168224,0.5302,0.003263,90.39823,1.95616
447,dmeg,306.55,3.37,1.07,0.0,0.0,0.0,3.149533,0.52763,0.003262,90.964392,1.958871
448,dmeg,306.65,3.36,1.07,0.0,0.0,0.0,3.140187,0.526339,0.003261,91.264881,1.960304
449,dmeg,306.75,3.356,1.07,0.0,0.0,0.0,3.136449,0.525821,0.00326,91.403456,1.960963
450,dmeg,306.85,3.34,1.07,0.0,0.0,0.0,3.121495,0.523746,0.003259,91.871257,1.96318
451,dmeg,306.95,3.337143,1.07,0.0,0.0,0.0,3.118825,0.523373,0.003258,91.97988,1.963693
452,dmeg,307.05,3.34,1.07,0.0,0.0,0.0,3.121495,0.523743,0.003257,91.931138,1.963463
453,dmeg,307.15,3.36,1.07,0.0,0.0,0.0,3.140187,0.526136,0.003256,91.41369,1.961011
454,dmeg,307.25,3.31,1.07,0.0,0.0,0.0,3.093458,0.519828,0.003255,92.824773,1.967664
455,dmeg,307.45,3.296842,1.07,0.0,0.0,0.0,3.081161,0.518097,0.003253,93.255907,1.969676
456,dmeg,307.55,3.28,1.07,0.0,0.0,0.0,3.065421,0.515874,0.003252,93.765244,1.972042
457,dmeg,307.65,3.2795,1.07,0.0,0.0,0.0,3.064953,0.515808,0.00325,93.810032,1.972249
458,dmeg,307.75,3.2705,1.07,0.0,0.0,0.0,3.056542,0.514614,0.003249,94.098762,1.973584
459,dmeg,307.85,3.27,1.07,0.0,0.0,0.0,3.056075,0.514548,0.003248,94.143731,1.973791
460,dmeg,307.95,3.257273,1.07,0.0,0.0,0.0,3.04418,0.512852,0.003247,94.542283,1.975626
461,dmeg,308.05,3.2508,1.07,0.0,0.0,0.0,3.038131,0.51199,0.003246,94.76129,1.976631
462,dmeg,308.15,3.292857,1.07,0.0,0.0,0.0,3.077437,0.517482,0.003245,93.581345,1.971189
463,dmeg,308.25,3.245,1.07,0.0,0.0,0.0,3.03271,0.511214,0.003244,94.992296,1.977688
464,dmeg,308.35,3.235,1.07,0.0,0.0,0.0,3.023364,0.509872,0.003243,95.316847,1.97917
465,dmeg,308.45,3.226129,1.07,0.0,0.0,0.0,3.015074,0.50868,0.003242,95.609939,1.980503
466,dmeg,308.55,3.216667,1.07,0.0,0.0,0.0,3.006231,0.507406,0.003241,95.92228,1.981919
467,dmeg,308.65,3.215,1.07,0.0,0.0,0.0,3.004673,0.50718,0.00324,96.00311,1.982285
468,dmeg,308.75,3.208235,1.07,0.0,0.0,0.0,2.998351,0.506265,0.003239,96.236707,1.983341
469,dmeg,308.85,3.204,1.07,0.0,0.0,0.0,2.994393,0.505691,0.003238,96.395131,1.984055
470,dmeg,308.95,3.19,1.07,0.0,0.0,0.0,2.981308,0.503791,0.003237,96.84953,1.986098
471,dmeg,309.05,3.184737,1.07,0.0,0.0,0.0,2.97639,0.503073,0.003236,97.040985,1.986955
472,dmeg,309.15,3.1675,1.07,0.0,0.0,0.0,2.96028,0.500706,0.003235,97.600631,1.989453
473,dmeg,309.35,3.16,1.07,0.0,0.0,0.0,2.953271,0.499687,0.003233,97.89557,1.990763
474,dmeg,309.45,3.16,1.07,0.0,0.0,0.0,2.953271,0.499687,0.003232,97.927215,1.990903
475,dmeg,309.55,3.152857,1.07,0.0,0.0,0.0,2.946595,0.498704,0.00323,98.180788,1.992027
476,dmeg,309.65,3.145135,1.07,0.0,0.0,0.0,2.939379,0.497638,0.003229,98.453639,1.993232
477,dmeg,309.75,3.135532,1.07,0.0,0.0,0.0,2.930404,0.496309,0.003228,98.787067,1.9947
478,dmeg,309.85,3.213333,1.07,0.0,0.0,0.0,3.003115,0.506586,0.003227,96.426349,1.984196
479,dmeg,309.95,3.13,1.07,0.0,0.0,0.0,2.925234,0.495544,0.003226,99.025559,1.995747
480,dmeg,310.05,3.13,1.07,0.0,0.0,0.0,2.925234,0.495544,0.003225,99.057508,1.995887
481,dmeg,310.15,3.291905,1.07,0.0,0.0,0.0,3.076547,0.517004,0.003224,94.21597,1.974125
482,dmeg,310.25,3.167368,1.07,0.0,0.0,0.0,2.960157,0.50045,0.003223,97.951977,1.991013
483,dmeg,310.35,3.12,1.07,0.0,0.0,0.0,2.915888,0.494155,0.003222,99.471154,1.997697
484,dmeg,310.45,3.085455,1.07,0.0,0.0,0.0,2.883602,0.4893,0.003221,100.617266,2.002673
485,dmeg,310.55,3.076364,1.07,0.0,0.0,0.0,2.875106,0.488007,0.00322,100.947104,2.004094
486,dmeg,310.65,3.076,1.07,0.0,0.0,0.0,2.874766,0.487952,0.003219,100.991547,2.004285
487,dmeg,310.75,3.09,1.07,0.0,0.0,0.0,2.88785,0.489958,0.003218,100.566343,2.002453
