,compound,T,Nu,rho,w_mass,w_vol,x,V,ln_Nu,1_T,D,ln_D,D_comp,D_but,ln_D_comp
162,butanol,302.95,2.501875,0.82668,100.0,100.0,100.0,3.026413,0.917036,0.003301,121.089183,4.796527,5.794069352619669e-06,-12.058675688958052,-12.058675688958052
163,butanol,303.05,2.5,0.82668,100.0,100.0,100.0,3.024145,0.916291,0.0033,121.22,4.797607,5.800328888758456e-06,-12.057595937061212,-12.057595937061212
164,butanol,303.15,2.5,0.82668,100.0,100.0,100.0,3.024145,0.916291,0.003299,121.26,4.797937,5.8022428728827775e-06,-12.057266012940765,-12.057266012940765
165,butanol,303.25,2.497778,0.82668,100.0,100.0,100.0,3.021457,0.9154,0.003298,121.407918,4.799156,5.809320180783781e-06,-12.05604700241743,-12.05604700241743
166,butanol,303.35,2.491875,0.82668,100.0,100.0,100.0,3.014316,0.913034,0.003297,121.735641,4.801852,5.82500209794976e-06,-12.053351198349526,-12.053351198349526
167,butanol,303.45,2.49,0.82668,100.0,100.0,100.0,3.012048,0.912283,0.003295,121.86747,4.802934,5.831310065517816e-06,-12.052268871779102,-12.052268871779102
168,butanol,303.55,2.487073,0.82668,100.0,100.0,100.0,3.008508,0.911103,0.003294,122.051093,4.80444,5.840096781819499e-06,-12.05076318903209,-12.05076318903209
169,butanol,303.65,2.48,0.82668,100.0,100.0,100.0,2.999952,0.90825,0.003293,122.439516,4.807617,5.858682251516521e-06,-12.047585851417656,-12.047585851417656
170,butanol,303.75,2.47,0.82668,100.0,100.0,100.0,2.987855,0.904218,0.003292,122.975709,4.811987,5.884338843753756e-06,-12.043216169569478,-12.043216169569478
171,butanol,303.95,2.4475,0.82668,100.0,100.0,100.0,2.960638,0.895053,0.00329,124.187947,4.821796,5.942343969231212e-06,-12.033406894812147,-12.033406894812147
172,butanol,304.05,2.4575,0.82668,100.0,100.0,100.0,2.972734,0.899138,0.003289,123.723296,4.818048,5.920110610378106e-06,-12.037155425057415,-12.037155425057415
173,butanol,304.15,2.46,0.82668,100.0,100.0,100.0,2.975758,0.900151,0.003288,123.638211,4.81736,5.916039343623984e-06,-12.037843362761908,-12.037843362761908
174,butanol,304.25,2.465,0.82668,100.0,100.0,100.0,2.981807,0.902184,0.003287,123.427992,4.815658,5.905980424188968e-06,-12.039545089211368,-12.039545089211368
175,butanol,304.35,2.44,0.82668,100.0,100.0,100.0,2.951565,0.891998,0.003286,124.733607,4.82618,5.968453568006808e-06,-12.029022697949527,-12.029022697949527
176,butanol,304.45,2.43,0.82668,100.0,100.0,100.0,2.939469,0.887891,0.003285,125.288066,4.830616,5.994984224793175e-06,-12.024587400882224,-12.024587400882224
177,butanol,304.55,2.427333,0.82668,100.0,100.0,100.0,2.936243,0.886786,0.003284,125.466905,4.832042,6.0035424173602145e-06,-12.023160860062069,-12.023160860062069
178,butanol,304.65,2.43,0.82668,100.0,100.0,100.0,2.939469,0.887886,0.003282,125.37037,4.831272,5.998922463732109e-06,-12.023930694242305,-12.023930694242305
179,butanol,304.75,2.4185,0.82668,100.0,100.0,100.0,2.925558,0.88313,0.003281,126.007856,4.836344,6.029425903320171e-06,-12.018858758503871,-12.018858758503871
180,butanol,304.85,2.406667,0.82668,100.0,100.0,100.0,2.911243,0.878241,0.00328,126.668975,4.841577,6.061059343685952e-06,-12.013625963971297,-12.013625963971297
181,butanol,304.95,2.409231,0.82668,100.0,100.0,100.0,2.914345,0.879307,0.003279,126.57567,4.84084,6.056595016335686e-06,-12.014362794288386,-12.014362794288386
182,butanol,305.05,2.381818,0.82668,100.0,100.0,100.0,2.881185,0.867861,0.003278,128.074427,4.852612,6.128310991063234e-06,-12.00259137761929,-12.00259137761929
183,butanol,305.15,2.38,0.82668,100.0,100.0,100.0,2.878986,0.8671,0.003277,128.214286,4.853703,6.135002684211368e-06,-12.001500042277229,-12.001500042277229
184,butanol,305.25,2.373529,0.82668,100.0,100.0,100.0,2.871159,0.864376,0.003276,128.605948,4.856753,6.15374463456476e-06,-11.998449777771231,-11.998449777771231
185,butanol,305.35,2.370435,0.82668,100.0,100.0,100.0,2.867415,0.863073,0.003275,128.816031,4.858385,6.163795383144725e-06,-11.99681783652385,-11.99681783652385
186,butanol,305.55,2.37,0.82668,100.0,100.0,100.0,2.866889,0.86289,0.003273,128.924051,4.859223,6.168964653867627e-06,-11.995979537390467,-11.995979537390467
187,butanol,305.65,2.37,0.82668,100.0,100.0,100.0,2.866889,0.86289,0.003272,128.966245,4.859551,6.170983624462904e-06,-11.995652312256656,-11.995652312256656
188,butanol,305.75,2.362381,0.82668,100.0,100.0,100.0,2.857673,0.859662,0.003271,129.424511,4.863098,6.1929113679325594e-06,-11.99210524776383,-11.99210524776383
189,butanol,305.85,2.36,0.82668,100.0,100.0,100.0,2.854793,0.858653,0.00327,129.597458,4.864433,6.2011869112706335e-06,-11.990769846933295,-11.990769846933295
190,butanol,305.95,2.356667,0.82668,100.0,100.0,100.0,2.85076,0.85724,0.003269,129.823197,4.866173,6.211987553145819e-06,-11.989029656358879,-11.989029656358879
191,butanol,306.05,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003267,130.234043,4.869333,6.23164724732779e-06,-11.985869854443338,-11.985869854443338
192,butanol,306.15,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003266,130.276596,4.86966,6.233683400651535e-06,-11.985543163816455,-11.985543163816455
193,butanol,306.25,2.35,0.82668,100.0,100.0,100.0,2.842696,0.854415,0.003265,130.319149,4.869986,6.235719553975283e-06,-11.985216579881481,-11.985216579881481
194,butanol,306.35,2.344444,0.82668,100.0,100.0,100.0,2.835976,0.852044,0.003264,130.670616,4.87268,6.2525383042430196e-06,-11.98252304798501,-11.98252304798501
195,butanol,306.55,2.31566,0.82668,100.0,100.0,100.0,2.801157,0.839693,0.003262,132.381243,4.885686,6.334390986921368e-06,-11.969516883473593,-11.969516883473593
196,butanol,306.65,2.310303,0.82668,100.0,100.0,100.0,2.794676,0.837378,0.003261,132.731506,4.888328,6.351149954393486e-06,-11.96687466627535,-11.96687466627535
197,butanol,306.75,2.31,0.82668,100.0,100.0,100.0,2.79431,0.837248,0.00326,132.792208,4.888786,6.3540544386995425e-06,-11.966417454527031,-11.966417454527031
198,butanol,306.95,2.31,0.82668,100.0,100.0,100.0,2.79431,0.837248,0.003258,132.878788,4.889437,6.35819726147946e-06,-11.965765670244547,-11.965765670244547
199,butanol,307.05,2.293333,0.82668,100.0,100.0,100.0,2.774149,0.830001,0.003257,133.888081,4.897004,6.4064924868426695e-06,-11.958198630737238,-11.958198630737238
200,butanol,307.15,2.2925,0.82668,100.0,100.0,100.0,2.773141,0.829639,0.003256,133.980371,4.897693,6.41090756581861e-06,-11.957509711122897,-11.957509711122897
201,butanol,307.25,2.298,0.82668,100.0,100.0,100.0,2.779794,0.83203,0.003255,133.70322,4.895623,6.397646020430797e-06,-11.95958044456477,-11.95958044456477
202,butanol,307.35,2.2975,0.82668,100.0,100.0,100.0,2.779189,0.831813,0.003254,133.775843,4.896166,6.4011210077304804e-06,-11.959037425479037,-11.959037425479037
203,butanol,307.45,2.29,0.82668,100.0,100.0,100.0,2.770117,0.828552,0.003253,134.257642,4.899761,6.4241748801622625e-06,-11.95544235875102,-11.95544235875102
204,butanol,307.55,2.289286,0.82668,100.0,100.0,100.0,2.769253,0.828239,0.003252,134.343214,4.900398,6.428268654891694e-06,-11.954805316486379,-11.954805316486379
205,butanol,307.65,2.287692,0.82668,100.0,100.0,100.0,2.767325,0.827542,0.00325,134.480498,4.901419,6.434839303627058e-06,-11.953783689469324,-11.953783689469324
206,butanol,307.75,2.286667,0.82668,100.0,100.0,100.0,2.766084,0.827093,0.003249,134.584548,4.902193,6.439816272550397e-06,-11.953010547362055,-11.953010547362055
207,butanol,307.85,2.265714,0.82668,100.0,100.0,100.0,2.740739,0.817882,0.003248,135.873266,4.911723,6.501482674695396e-06,-11.943480303275107,-11.943480303275107
208,butanol,307.95,2.268,0.82668,100.0,100.0,100.0,2.743504,0.818889,0.003247,135.780423,4.911039,6.4970393638119975e-06,-11.944163967316804,-11.944163967316804
209,butanol,308.05,2.277143,0.82668,100.0,100.0,100.0,2.754564,0.822917,0.003246,135.279172,4.907341,6.4730542778544936e-06,-11.94786249316578,-11.94786249316578
210,butanol,308.15,2.24,0.82668,100.0,100.0,100.0,2.709634,0.806463,0.003245,137.566964,4.924111,6.582524641851437e-06,-11.931092202043047,-11.931092202043047
211,butanol,308.25,2.24125,0.82668,100.0,100.0,100.0,2.711146,0.807023,0.003244,137.534858,4.923877,6.580988358308099e-06,-11.931325617477102,-11.931325617477102
212,butanol,308.35,2.231538,0.82668,100.0,100.0,100.0,2.699398,0.802688,0.003243,138.178214,4.928544,6.611774085123728e-06,-11.926658545993371,-11.926658545993371
213,butanol,308.45,2.228889,0.82668,100.0,100.0,100.0,2.696193,0.801502,0.003242,138.387338,4.930057,6.621778867713752e-06,-11.92514651297672,-11.92514651297672
214,butanol,308.55,2.227778,0.82668,100.0,100.0,100.0,2.694849,0.801003,0.003241,138.501247,4.930879,6.627229032242191e-06,-11.924323784984251,-11.924323784984251
215,butanol,308.65,2.228929,0.82668,100.0,100.0,100.0,2.696241,0.80152,0.00324,138.474603,4.930687,6.6259535406023465e-06,-11.924516265792054,-11.924516265792054
216,butanol,308.75,2.21,0.82668,100.0,100.0,100.0,2.673344,0.792982,0.003239,139.705882,4.939539,6.684871022448893e-06,-11.915663641171825,-11.915663641171825
217,butanol,308.85,2.209333,0.82668,100.0,100.0,100.0,2.672538,0.792681,0.003238,139.793301,4.940165,6.689054986243749e-06,-11.915037951463562,-11.915037951463562
218,butanol,308.95,2.21875,0.82668,100.0,100.0,100.0,2.683928,0.796942,0.003237,139.24507,4.936235,6.66282135447151e-06,-11.91896753631895,-11.91896753631895
219,butanol,309.05,2.211579,0.82668,100.0,100.0,100.0,2.675254,0.793697,0.003236,139.74179,4.939796,6.68658901198848e-06,-11.915406677527672,-11.915406677527672
220,butanol,309.15,2.204615,0.82668,100.0,100.0,100.0,2.66683,0.790546,0.003235,140.228542,4.943274,6.709881226815237e-06,-11.91192930805907,-11.91192930805907
221,butanol,309.25,2.200698,0.82668,100.0,100.0,100.0,2.662091,0.788769,0.003234,140.523618,4.945376,6.7239983683204515e-06,-11.909827585082947,-11.909827585082947
222,butanol,309.35,2.2,0.82668,100.0,100.0,100.0,2.661247,0.788457,0.003233,140.613636,4.946016,6.728306691580403e-06,-11.909187051971623,-11.909187051971623
223,butanol,309.55,2.195,0.82668,100.0,100.0,100.0,2.655199,0.786179,0.00323,141.025057,4.948938,6.747993003233941e-06,-11.906265430146243,-11.906265430146243
224,butanol,309.65,2.2,0.82668,100.0,100.0,100.0,2.661247,0.788457,0.003229,140.75,4.946985,6.734831637458773e-06,-11.908217746564551,-11.908217746564551
225,butanol,309.75,2.193333,0.82668,100.0,100.0,100.0,2.653183,0.78542,0.003228,141.223404,4.950343,6.7574848701588446e-06,-11.90485979776852,-11.90485979776852
226,butanol,309.95,2.185,0.82668,100.0,100.0,100.0,2.643103,0.781608,0.003226,141.853547,4.954795,6.787635919149528e-06,-11.900407847983976,-11.900407847983976
227,butanol,310.05,2.186667,0.82668,100.0,100.0,100.0,2.645119,0.782372,0.003225,141.791159,4.954355,6.784649625961579e-06,-11.900847905515365,-11.900847905515365
228,butanol,310.15,2.17,0.82668,100.0,100.0,100.0,2.624958,0.774727,0.003224,142.926267,4.962329,6.838965163116742e-06,-11.892874129717592,-11.892874129717592
229,butanol,310.25,2.17,0.82668,100.0,100.0,100.0,2.624958,0.774727,0.003223,142.97235,4.962651,6.8411702139512155e-06,-11.892551757052003,-11.892551757052003
230,butanol,310.35,2.160588,0.82668,100.0,100.0,100.0,2.613573,0.770365,0.003222,143.641438,4.96732,6.873186523569021e-06,-11.887882727597239,-11.887882727597239
231,butanol,310.55,2.165,0.82668,100.0,100.0,100.0,2.618909,0.772418,0.00322,143.441109,4.965925,6.863600113259378e-06,-11.889278456033491,-11.889278456033491
232,butanol,310.65,2.16,0.82668,100.0,100.0,100.0,2.612861,0.770108,0.003219,143.819444,4.968559,6.8817033358876656e-06,-11.886644358770722,-11.886644358770722
233,butanol,310.75,2.153333,0.82668,100.0,100.0,100.0,2.604797,0.767007,0.003218,144.311146,4.971972,6.905232105683685e-06,-11.883231157521157,-11.883231157521157
234,butanol,310.95,2.137,0.82668,100.0,100.0,100.0,2.585039,0.759401,0.003216,145.507721,4.980229,6.962486704000831e-06,-11.874973862371462,-11.874973862371462
235,butanol,311.05,2.13,0.82668,100.0,100.0,100.0,2.576571,0.756122,0.003215,146.032864,4.983832,6.987614575943936e-06,-11.871371322344656,-11.871371322344656
236,butanol,311.15,2.12,0.82668,100.0,100.0,100.0,2.564475,0.751394,0.003214,146.768868,4.988859,7.022832078807257e-06,-11.866343991253045,-11.866343991253045
237,butanol,311.25,2.124615,0.82668,100.0,100.0,100.0,2.570058,0.753579,0.003213,146.497104,4.987006,7.009829530235922e-06,-11.868197175296785,-11.868197175296785
238,butanol,311.55,2.1,0.82668,100.0,100.0,100.0,2.540282,0.741937,0.00321,148.357143,4.999622,7.098830403959338e-06,-11.855580519323496,-11.855580519323496
239,butanol,311.65,2.1005,0.82668,100.0,100.0,100.0,2.540886,0.742175,0.003209,148.369436,4.999705,7.09941861872193e-06,-11.855497661956791,-11.855497661956791
240,butanol,311.75,2.1,0.82668,100.0,100.0,100.0,2.540282,0.741937,0.003208,148.452381,5.000264,7.103387509017247e-06,-11.854938773753583,-11.854938773753583
241,butanol,311.85,2.08,0.82668,100.0,100.0,100.0,2.516088,0.732368,0.003207,149.927885,5.010154,7.173989773676455e-06,-11.845048604325445,-11.845048604325445
242,butanol,311.95,2.081739,0.82668,100.0,100.0,100.0,2.518192,0.7332,0.003206,149.850668,5.009639,7.170295454693327e-06,-11.845563697131533,-11.845563697131533
243,butanol,312.05,2.083333,0.82668,100.0,100.0,100.0,2.520121,0.733963,0.003205,149.784,5.009194,7.167106098673922e-06,-11.846008597284486,-11.846008597284486
244,butanol,312.15,2.07125,0.82668,100.0,100.0,100.0,2.505504,0.728151,0.003204,150.706095,5.015332,7.211226848608058e-06,-11.839871461835234,-11.839871461835234
245,butanol,312.25,2.072143,0.82668,100.0,100.0,100.0,2.506584,0.728581,0.003203,150.689417,5.015221,7.210428320096754e-06,-11.83998220203846,-11.83998220203846
246,butanol,312.35,2.072,0.82668,100.0,100.0,100.0,2.506411,0.728512,0.003202,150.748069,5.01561,7.213235294788153e-06,-11.839592984042008,-11.839592984042008
247,butanol,312.45,2.07,0.82668,100.0,100.0,100.0,2.503992,0.727549,0.003201,150.942029,5.016896,7.2225161792810915e-06,-11.838307164486537,-11.838307164486537
248,butanol,312.55,2.055714,0.82668,100.0,100.0,100.0,2.486711,0.7206,0.003199,152.039611,5.024141,7.275036046562248e-06,-11.831061790065077,-11.831061790065077
249,butanol,312.65,2.050556,0.82668,100.0,100.0,100.0,2.480471,0.718107,0.003198,152.470875,5.026974,7.2956692778609655e-06,-11.828229635460193,-11.828229635460193
250,butanol,312.75,2.05027,0.82668,100.0,100.0,100.0,2.480126,0.717971,0.003197,152.540865,5.027433,7.299020798257926e-06,-11.827770356032072,-11.827770356032072
251,butanol,312.85,2.05,0.82668,100.0,100.0,100.0,2.479799,0.71784,0.003196,152.609756,5.027884,7.3023162596854065e-06,-11.827318964290294,-11.827318964290294
252,butanol,312.95,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003195,153.406863,5.033094,7.340457496404846e-06,-11.822109388069766,-11.822109388069766
253,butanol,313.05,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003194,153.455882,5.033413,7.342803065184653e-06,-11.821789899249156,-11.821789899249156
254,butanol,313.15,2.04,0.82668,100.0,100.0,100.0,2.467702,0.71295,0.003193,153.504902,5.033733,7.345148633964459e-06,-11.821470512469054,-11.821470512469054
255,butanol,313.25,2.02375,0.82668,100.0,100.0,100.0,2.448045,0.704945,0.003192,154.786905,5.042049,7.406491994366054e-06,-11.81315364581788,-11.81315364581788
256,butanol,313.35,2.02,0.82668,100.0,100.0,100.0,2.443509,0.703098,0.003191,155.123762,5.044223,7.4226104623312415e-06,-11.81097974832678,-11.81097974832678
257,butanol,313.55,2.02,0.82668,100.0,100.0,100.0,2.443509,0.703098,0.003189,155.222772,5.044861,7.427348046797387e-06,-11.810341688008434,-11.810341688008434
258,butanol,313.65,2.015714,0.82668,100.0,100.0,100.0,2.438325,0.700971,0.003188,155.60241,5.047304,7.4455145992147316e-06,-11.807898774107553,-11.807898774107553
259,butanol,313.75,2.017778,0.82668,100.0,100.0,100.0,2.440821,0.701995,0.003187,155.492841,5.0466,7.440269928184534e-06,-11.808603429107437,-11.808603429107437
260,butanol,313.85,2.0125,0.82668,100.0,100.0,100.0,2.434437,0.699375,0.003186,155.950311,5.049537,7.462160464826403e-06,-11.805665579131391,-11.805665579131391
261,butanol,313.95,2.012,0.82668,100.0,100.0,100.0,2.433832,0.699127,0.003185,156.038767,5.050104,7.466393089350866e-06,-11.805098528261725,-11.805098528261725
262,butanol,314.05,1.993636,0.82668,100.0,100.0,100.0,2.411618,0.689953,0.003184,157.52622,5.059592,7.537568470916831e-06,-11.79561091191683,-11.79561091191683
263,butanol,314.15,1.993636,0.82668,100.0,100.0,100.0,2.411618,0.689953,0.003183,157.576379,5.05991,7.539968588245573e-06,-11.795292541968264,-11.795292541968264
264,butanol,314.25,1.995,0.82668,100.0,100.0,100.0,2.413268,0.690635,0.003182,157.518797,5.059545,7.53721191814855e-06,-11.79565821645582,-11.79565821645582
265,butanol,314.35,1.99,0.82668,100.0,100.0,100.0,2.407219,0.688135,0.003181,157.964824,5.062372,7.558554139204605e-06,-11.792830637491681,-11.792830637491681
266,dmag,287.05,5.54,1.07,0.0,0.0,0.0,5.17757,1.711993,0.003484,51.814079,3.947662,1.4455450859703831e-06,-12.907541097729897,-13.447024085405424
267,dmag,287.15,5.535682,1.07,0.0,0.0,0.0,5.173534,1.711213,0.003483,51.872562,3.94879,1.4471766343440106e-06,-12.906413060743015,-13.445896048418543
268,dmag,287.25,5.542143,1.07,0.0,0.0,0.0,5.179573,1.71238,0.003481,51.830133,3.947972,1.4459929155277157e-06,-12.907231345922602,-13.446714333598129
269,dmag,287.35,5.53,1.07,0.0,0.0,0.0,5.168224,1.710188,0.00348,51.962025,3.950513,1.4496725830242898e-06,-12.904689844164842,-13.44417283184037
270,dmag,287.45,5.53,1.07,0.0,0.0,0.0,5.168224,1.710188,0.003479,51.980108,3.950861,1.4501770801821195e-06,-12.904341897049294,-13.44382488472482
271,dmag,287.55,5.521154,1.07,0.0,0.0,0.0,5.159957,1.708587,0.003478,52.081505,3.95281,1.4530058612184916e-06,-12.902393151835033,-13.44187613951056
272,dmag,287.65,5.517391,1.07,0.0,0.0,0.0,5.15644,1.707904,0.003476,52.135146,3.953839,1.4545024980054377e-06,-12.901363653904694,-13.44084664158022
273,dmag,287.75,5.5,1.07,0.0,0.0,0.0,5.140187,1.704747,0.003475,52.318182,3.957344,1.45960888386464e-06,-12.897859058220783,-13.43734204589631
274,dmag,287.85,5.479643,1.07,0.0,0.0,0.0,5.121162,1.701038,0.003474,52.530796,3.9614,1.4655404979007427e-06,-12.893803455314963,-13.43328644299049
275,dmag,287.95,5.464121,1.07,0.0,0.0,0.0,5.106655,1.698201,0.003473,52.698322,3.964584,1.4702142576676319e-06,-12.890619426603717,-13.430102414279245
276,dmag,288.05,5.439667,1.07,0.0,0.0,0.0,5.083801,1.693718,0.003472,52.953612,3.969416,1.4773364746599227e-06,-12.885786783164908,-13.425269770840437
277,dmag,288.15,5.43,1.07,0.0,0.0,0.0,5.074766,1.691939,0.00347,53.066298,3.971542,1.480480356977296e-06,-12.883660969647519,-13.423143957323047
278,dmag,288.25,5.419333,1.07,0.0,0.0,0.0,5.064798,1.689971,0.003469,53.189199,3.973855,1.4839092205017697e-06,-12.88134759958327,-13.420830587258797
279,dmag,288.35,5.41,1.07,0.0,0.0,0.0,5.056075,1.688249,0.003468,53.299445,3.975926,1.4869848571076369e-06,-12.879277086381318,-13.418760074056847
280,dmag,288.45,5.383478,1.07,0.0,0.0,0.0,5.031288,1.683334,0.003467,53.580601,3.981187,1.4948287977094204e-06,-12.87401588658595,-13.413498874261476
281,dmag,288.55,5.384211,1.07,0.0,0.0,0.0,5.031972,1.683469,0.003466,53.591887,3.981398,1.4951434510122126e-06,-12.87380541419505,-13.413288401870577
282,dmag,288.65,5.413333,1.07,0.0,0.0,0.0,5.05919,1.688801,0.003464,53.322044,3.97635,1.4876154274641363e-06,-12.878853116566473,-13.418336104242
